Theta	Phi	Total-adj
133	150	1.98
134	150	6.43
135	150	8.35
136	150	7.64
137	150	3.25
138	150	4.21
139	150	5.59
140	150	1.25
141	150	0.08
142	150	1.76
143	150	0.74
144	150	0.98
145	150	-0.01
146	150	8.52
147	150	5.27
148	150	2.54
149	150	4.43
150	150	4.78
151	150	1.05
152	150	-0.80
153	150	-3.09
154	150	-1.16
155	150	-0.15
156	150	-0.78
157	150	-4.18
158	150	-6.05
159	150	-6.08
160	150	-5.16
161	150	-5.71
162	150	-2.68
163	150	-1.63
164	150	-2.05
165	150	-0.36
166	150	-2.43
167	150	-1.89
168	150	-5.47
169	150	1.69
170	150	-2.66
171	150	2.19
172	150	1.63
173	150	1.07
174	150	3.03
175	150	0.20
176	150	-0.75
177	150	1.01
178	150	1.10
179	150	1.46
180	150	2.09
0	151	-1.90
1	151	-1.15
2	151	-1.64
3	151	3.54
4	151	-4.20
5	151	-2.13
6	151	0.43
7	151	1.30
8	151	2.99
9	151	0.41
10	151	2.34
11	151	3.37
12	151	3.48
13	151	4.61
14	151	2.13
15	151	0.93
16	151	4.53
17	151	5.39
18	151	6.17
19	151	6.75
20	151	3.36
21	151	4.27
22	151	6.72
23	151	8.07
24	151	8.36
25	151	7.16
26	151	8.97
27	151	2.72
28	151	7.36
29	151	5.62
30	151	3.62
31	151	4.67
32	151	5.83
33	151	5.71
34	151	4.57
35	151	1.51
36	151	-1.90
37	151	0.11
38	151	1.53
39	151	1.68
40	151	2.03
41	151	2.43
42	151	2.88
43	151	6.46
44	151	0.93
45	151	3.20
46	151	6.16
47	151	6.88
48	151	7.80
49	151	6.39
50	151	3.17
51	151	1.24
52	151	1.47
53	151	3.43
54	151	3.45
55	151	2.62
56	151	0.78
57	151	2.44
58	151	4.30
59	151	4.48
60	151	1.70
61	151	0.83
62	151	2.86
63	151	0.26
64	151	5.08
65	151	5.79
66	151	3.47
67	151	4.79
68	151	5.72
69	151	6.00
70	151	6.35
71	151	0.24
72	151	4.20
73	151	4.49
74	151	-0.15
75	151	-0.93
76	151	-1.12
77	151	2.64
78	151	0.21
79	151	1.30
80	151	1.73
81	151	2.02
82	151	-0.09
83	151	0.12
84	151	0.93
85	151	1.02
86	151	7.81
87	151	2.88
88	151	3.98
89	151	4.48
90	151	5.33
91	151	-9.42
92	151	2.31
93	151	3.66
94	151	0.01
95	151	0.69
96	151	2.08
97	151	4.69
98	151	2.20
99	151	1.94
100	151	5.05
101	151	6.18
102	151	1.51
103	151	2.79
104	151	3.65
105	151	5.73
106	151	6.71
107	151	7.27
108	151	6.88
109	151	6.36
110	151	2.55
111	151	0.78
112	151	3.91
113	151	3.93
114	151	4.72
115	151	3.08
116	151	5.41
117	151	4.69
118	151	5.21
119	151	4.09
120	151	3.81
121	151	3.47
122	151	3.09
123	151	3.06
124	151	5.35
125	151	5.47
126	151	3.07
127	151	2.86
128	151	2.77
129	151	6.02
130	151	6.41
131	151	4.46
132	151	2.13
133	151	3.08
134	151	6.64
135	151	8.23
136	151	8.50
137	151	5.89
138	151	3.37
139	151	2.15
140	151	0.95
141	151	1.22
142	151	3.33
143	151	3.18
144	151	3.18
145	151	-1.47
146	151	0.13
147	151	2.82
148	151	4.08
149	151	3.61
150	151	-0.17
151	151	2.48
152	151	-5.08
153	151	-4.19
154	151	-2.97
155	151	-2.62
156	151	-2.36
157	151	-2.04
158	151	-1.62
159	151	-1.27
160	151	0.30
161	151	-4.47
162	151	-8.98
163	151	3.30
164	151	0.40
165	151	2.32
166	151	-3.27
167	151	-4.40
168	151	-5.71
169	151	1.42
170	151	-2.90
171	151	4.90
172	151	-1.73
173	151	2.91
174	151	0.77
175	151	2.09
176	151	-0.77
177	151	1.38
178	151	1.03
179	151	1.29
180	151	2.09
0	152	-1.90
1	152	-2.03
2	152	-2.09
3	152	3.93
4	152	-0.69
5	152	0.99
6	152	3.63
7	152	3.89
8	152	4.59
9	152	-0.32
10	152	1.30
11	152	4.63
12	152	3.41
13	152	3.26
14	152	4.31
15	152	0.83
16	152	1.96
17	152	3.20
18	152	0.15
19	152	5.64
20	152	3.38
21	152	3.05
22	152	0.88
23	152	7.26
24	152	4.90
25	152	4.26
26	152	-0.65
27	152	0.72
28	152	9.02
29	152	4.67
30	152	6.45
31	152	4.56
32	152	4.11
33	152	2.25
34	152	1.67
35	152	2.74
36	152	1.37
37	152	4.51
38	152	3.66
39	152	1.08
40	152	1.66
41	152	3.50
42	152	4.39
43	152	1.60
44	152	2.82
45	152	3.45
46	152	5.26
47	152	5.39
48	152	2.76
49	152	4.55
50	152	5.75
51	152	4.01
52	152	2.47
53	152	2.36
54	152	2.95
55	152	1.36
56	152	-1.32
57	152	-0.80
58	152	1.26
59	152	3.83
60	152	5.71
61	152	2.07
62	152	0.65
63	152	1.16
64	152	1.14
65	152	4.03
66	152	0.48
67	152	6.50
68	152	6.93
69	152	9.68
70	152	7.51
71	152	6.30
72	152	4.70
73	152	4.78
74	152	0.66
75	152	-5.48
76	152	2.96
77	152	1.49
78	152	0.33
79	152	1.85
80	152	3.47
81	152	3.23
82	152	2.83
83	152	2.43
84	152	2.71
85	152	6.15
86	152	3.84
87	152	5.97
88	152	0.38
89	152	4.05
90	152	2.21
91	152	3.56
92	152	7.20
93	152	-3.20
94	152	4.50
95	152	2.32
96	152	3.40
97	152	0.90
98	152	0.06
99	152	-6.78
100	152	6.02
101	152	5.94
102	152	2.94
103	152	3.95
104	152	6.07
105	152	6.27
106	152	3.51
107	152	2.81
108	152	9.48
109	152	0.88
110	152	2.06
111	152	6.47
112	152	-0.70
113	152	7.34
114	152	0.81
115	152	0.29
116	152	3.40
117	152	6.52
118	152	5.50
119	152	4.88
120	152	5.69
121	152	6.23
122	152	0.52
123	152	2.15
124	152	7.02
125	152	7.70
126	152	9.70
127	152	9.27
128	152	9.60
129	152	5.42
130	152	5.31
131	152	4.75
132	152	2.09
133	152	5.79
134	152	5.23
135	152	5.56
136	152	5.02
137	152	5.24
138	152	5.04
139	152	3.71
140	152	3.69
141	152	1.99
142	152	1.61
143	152	3.14
144	152	2.91
145	152	-1.50
146	152	-0.81
147	152	2.40
148	152	2.53
149	152	0.37
150	152	3.64
151	152	-0.40
152	152	-1.47
153	152	-5.19
154	152	-4.07
155	152	-2.30
156	152	-0.80
157	152	-11.20
158	152	-5.82
159	152	-6.04
160	152	-8.98
161	152	-12.09
162	152	-5.25
163	152	-3.99
164	152	-4.40
165	152	3.34
166	152	-8.16
167	152	-4.09
168	152	-3.14
169	152	-1.11
170	152	-1.62
171	152	-3.17
172	152	-1.47
173	152	0.38
174	152	0.05
175	152	-1.82
176	152	0.00
177	152	1.45
178	152	0.14
179	152	1.18
180	152	2.09
0	153	-1.90
1	153	-2.44
2	153	-2.03
3	153	3.07
4	153	0.50
5	153	3.98
6	153	2.05
7	153	4.04
8	153	4.92
9	153	1.00
10	153	3.31
11	153	3.67
12	153	2.01
13	153	-4.01
14	153	3.67
15	153	2.26
16	153	1.29
17	153	6.33
18	153	1.45
19	153	6.10
20	153	4.88
21	153	-1.43
22	153	8.79
23	153	9.60
24	153	9.35
25	153	9.56
26	153	9.85
27	153	8.57
28	153	3.50
29	153	3.45
30	153	1.86
31	153	2.16
32	153	5.25
33	153	7.50
34	153	4.31
35	153	-0.68
36	153	-0.77
37	153	2.97
38	153	1.77
39	153	3.44
40	153	3.99
41	153	4.52
42	153	5.09
43	153	4.55
44	153	5.91
45	153	-2.48
46	153	3.40
47	153	5.42
48	153	7.28
49	153	6.21
50	153	3.79
51	153	2.31
52	153	3.20
53	153	1.34
54	153	-2.90
55	153	2.28
56	153	-0.10
57	153	1.78
58	153	4.68
59	153	4.71
60	153	1.70
61	153	2.14
62	153	2.60
63	153	3.69
64	153	3.84
65	153	2.42
66	153	2.28
67	153	5.06
68	153	4.71
69	153	8.31
70	153	2.70
71	153	-0.27
72	153	-0.21
73	153	1.47
74	153	3.14
75	153	2.60
76	153	-0.25
77	153	-0.45
78	153	0.95
79	153	3.91
80	153	3.89
81	153	5.66
82	153	3.05
83	153	1.85
84	153	1.03
85	153	8.52
86	153	5.24
87	153	10.77
88	153	8.12
89	153	5.23
90	153	1.80
91	153	2.81
92	153	4.49
93	153	-0.90
94	153	0.03
95	153	-1.56
96	153	0.37
97	153	4.15
98	153	6.23
99	153	6.29
100	153	5.89
101	153	-2.63
102	153	5.05
103	153	7.00
104	153	5.60
105	153	7.44
106	153	5.53
107	153	5.50
108	153	4.44
109	153	4.32
110	153	4.05
111	153	2.20
112	153	1.53
113	153	4.55
114	153	5.08
115	153	4.12
116	153	3.64
117	153	2.20
118	153	2.69
119	153	8.09
120	153	5.93
121	153	7.60
122	153	-0.51
123	153	3.14
124	153	9.06
125	153	7.26
126	153	7.79
127	153	7.90
128	153	6.71
129	153	2.86
130	153	5.69
131	153	6.51
132	153	6.43
133	153	7.23
134	153	5.52
135	153	6.18
136	153	4.72
137	153	6.91
138	153	6.85
139	153	6.22
140	153	4.02
141	153	4.59
142	153	1.13
143	153	2.49
144	153	3.46
145	153	-1.36
146	153	2.26
147	153	-1.58
148	153	-1.46
149	153	2.06
150	153	-0.04
151	153	7.37
152	153	-4.54
153	153	-3.72
154	153	-3.33
155	153	-3.79
156	153	-2.77
157	153	-5.53
158	153	0.43
159	153	-1.80
160	153	-1.44
161	153	-0.27
162	153	-6.61
163	153	-2.33
164	153	-4.69
165	153	4.38
166	153	-2.82
167	153	-2.12
168	153	-2.50
169	153	2.12
170	153	0.10
171	153	3.12
172	153	1.47
173	153	1.70
174	153	0.05
175	153	-3.03
176	153	-0.56
177	153	1.15
178	153	-0.72
179	153	1.08
180	153	2.09
0	154	-1.90
1	154	-2.79
2	154	-2.31
3	154	-0.84
4	154	0.23
5	154	3.65
6	154	2.29
7	154	3.66
8	154	3.39
9	154	0.83
10	154	3.71
11	154	2.59
12	154	2.70
13	154	2.85
14	154	2.87
15	154	4.74
16	154	2.03
17	154	3.55
18	154	7.08
19	154	4.36
20	154	5.68
21	154	5.49
22	154	3.22
23	154	6.07
24	154	6.99
25	154	-0.47
26	154	3.59
27	154	3.70
28	154	4.07
29	154	5.44
30	154	-0.17
31	154	4.74
32	154	6.48
33	154	4.26
34	154	3.57
35	154	3.72
36	154	1.26
37	154	-0.10
38	154	2.14
39	154	-1.05
40	154	-3.72
41	154	0.81
42	154	-0.60
43	154	1.80
44	154	4.54
45	154	9.41
46	154	5.65
47	154	5.53
48	154	8.18
49	154	3.02
50	154	3.56
51	154	1.90
52	154	4.55
53	154	5.09
54	154	6.30
55	154	4.66
56	154	-1.37
57	154	1.31
58	154	6.61
59	154	1.71
60	154	1.81
61	154	3.06
62	154	5.14
63	154	4.46
64	154	4.78
65	154	2.81
66	154	6.19
67	154	5.87
68	154	7.32
69	154	7.30
70	154	5.64
71	154	1.61
72	154	0.92
73	154	3.01
74	154	5.32
75	154	5.46
76	154	1.25
77	154	1.25
78	154	3.19
79	154	2.39
80	154	3.25
81	154	1.78
82	154	1.38
83	154	2.36
84	154	2.32
85	154	8.74
86	154	10.77
87	154	7.07
88	154	7.11
89	154	8.94
90	154	3.40
91	154	2.50
92	154	3.34
93	154	2.61
94	154	0.74
95	154	0.45
96	154	0.01
97	154	1.45
98	154	2.81
99	154	2.84
100	154	5.52
101	154	6.55
102	154	-5.01
103	154	4.56
104	154	-0.25
105	154	8.49
106	154	6.19
107	154	5.01
108	154	3.16
109	154	3.77
110	154	1.03
111	154	0.72
112	154	0.50
113	154	3.24
114	154	2.80
115	154	4.55
116	154	5.06
117	154	5.61
118	154	5.34
119	154	2.94
120	154	1.91
121	154	3.78
122	154	7.04
123	154	4.72
124	154	6.04
125	154	4.85
126	154	4.48
127	154	5.49
128	154	5.65
129	154	7.78
130	154	4.31
131	154	2.71
132	154	4.88
133	154	0.33
134	154	2.11
135	154	5.97
136	154	4.11
137	154	4.39
138	154	4.29
139	154	7.74
140	154	2.79
141	154	2.55
142	154	-0.57
143	154	3.06
144	154	2.74
145	154	2.59
146	154	2.41
147	154	0.90
148	154	0.51
149	154	5.33
150	154	-3.28
151	154	1.27
152	154	1.35
153	154	0.05
154	154	-8.76
155	154	-6.14
156	154	-3.73
157	154	-5.75
158	154	-0.66
159	154	0.19
160	154	-8.64
161	154	-2.45
162	154	-2.63
163	154	-1.85
164	154	-0.41
165	154	-4.45
166	154	-4.67
167	154	-4.02
168	154	1.03
169	154	2.12
170	154	-1.32
171	154	-0.97
172	154	-1.46
173	154	2.19
174	154	1.62
175	154	-1.58
176	154	-0.75
177	154	0.31
178	154	-1.45
179	154	0.95
180	154	2.09
0	155	-1.90
1	155	-3.06
2	155	-2.58
3	155	-1.27
4	155	-1.14
5	155	2.48
6	155	1.95
7	155	1.08
8	155	1.14
9	155	4.41
10	155	1.79
11	155	-0.10
12	155	3.73
13	155	3.37
14	155	4.20
15	155	4.36
16	155	4.58
17	155	-0.49
18	155	5.17
19	155	3.79
20	155	5.93
21	155	3.14
22	155	3.44
23	155	4.58
24	155	0.51
25	155	8.90
26	155	7.63
27	155	7.03
28	155	6.53
29	155	5.74
30	155	5.13
31	155	4.57
32	155	-2.79
33	155	-3.98
34	155	2.73
35	155	4.47
36	155	6.89
37	155	3.61
38	155	5.00
39	155	3.73
40	155	1.60
41	155	3.38
42	155	5.15
43	155	4.48
44	155	4.87
45	155	3.50
46	155	3.51
47	155	3.57
48	155	3.91
49	155	4.80
50	155	0.19
51	155	2.26
52	155	3.82
53	155	5.36
54	155	5.21
55	155	2.75
56	155	1.66
57	155	2.72
58	155	5.67
59	155	1.92
60	155	3.10
61	155	4.83
62	155	2.21
63	155	3.29
64	155	-0.33
65	155	2.50
66	155	3.86
67	155	5.02
68	155	9.92
69	155	4.38
70	155	6.02
71	155	0.76
72	155	1.66
73	155	0.94
74	155	1.57
75	155	1.04
76	155	3.47
77	155	3.28
78	155	2.02
79	155	3.28
80	155	4.33
81	155	4.73
82	155	1.94
83	155	3.73
84	155	3.93
85	155	9.29
86	155	9.26
87	155	7.70
88	155	4.92
89	155	-1.52
90	155	-1.21
91	155	-0.24
92	155	1.46
93	155	1.32
94	155	0.86
95	155	2.71
96	155	2.94
97	155	2.31
98	155	4.94
99	155	3.80
100	155	1.79
101	155	3.17
102	155	10.69
103	155	2.00
104	155	6.62
105	155	4.37
106	155	7.25
107	155	6.40
108	155	6.21
109	155	5.66
110	155	1.01
111	155	0.82
112	155	-4.99
113	155	5.29
114	155	5.60
115	155	2.98
116	155	0.27
117	155	3.07
118	155	0.73
119	155	4.67
120	155	7.90
121	155	0.54
122	155	0.55
123	155	6.20
124	155	3.74
125	155	3.78
126	155	6.84
127	155	1.53
128	155	1.07
129	155	1.66
130	155	1.51
131	155	4.12
132	155	2.20
133	155	3.38
134	155	3.16
135	155	2.17
136	155	6.95
137	155	7.24
138	155	6.96
139	155	3.72
140	155	1.18
141	155	-1.76
142	155	1.83
143	155	0.35
144	155	2.19
145	155	1.59
146	155	2.57
147	155	1.39
148	155	1.33
149	155	2.09
150	155	6.01
151	155	2.87
152	155	-0.62
153	155	-0.96
154	155	-4.03
155	155	-7.78
156	155	-9.14
157	155	-7.03
158	155	-5.44
159	155	-9.20
160	155	-10.45
161	155	-4.88
162	155	-4.04
163	155	-2.96
164	155	-4.15
165	155	-7.97
166	155	-4.03
167	155	-0.46
168	155	1.17
169	155	0.77
170	155	2.07
171	155	2.45
172	155	2.47
173	155	1.04
174	155	-4.91
175	155	-1.16
176	155	-0.78
177	155	-0.12
178	155	-1.68
179	155	0.68
180	155	2.09
0	156	-1.90
1	156	-2.57
2	156	-2.30
3	156	-1.35
4	156	-1.98
5	156	0.45
6	156	2.13
7	156	2.55
8	156	2.31
9	156	4.64
10	156	2.58
11	156	1.84
12	156	3.74
13	156	4.64
14	156	2.59
15	156	2.43
16	156	6.09
17	156	3.01
18	156	3.75
19	156	3.87
20	156	4.48
21	156	5.79
22	156	6.47
23	156	3.27
24	156	4.35
25	156	8.53
26	156	6.69
27	156	4.03
28	156	4.97
29	156	5.97
30	156	5.13
31	156	4.75
32	156	1.62
33	156	-2.63
34	156	-2.23
35	156	3.55
36	156	3.36
37	156	2.64
38	156	2.96
39	156	4.73
40	156	5.37
41	156	5.37
42	156	-1.44
43	156	3.61
44	156	3.79
45	156	4.43
46	156	4.69
47	156	5.79
48	156	4.07
49	156	9.14
50	156	0.24
51	156	1.00
52	156	2.91
53	156	1.72
54	156	2.04
55	156	0.63
56	156	-0.19
57	156	4.20
58	156	1.69
59	156	1.03
60	156	1.06
61	156	3.43
62	156	0.96
63	156	-0.37
64	156	0.37
65	156	1.76
66	156	1.09
67	156	4.81
68	156	7.74
69	156	6.61
70	156	8.29
71	156	5.35
72	156	-0.70
73	156	0.78
74	156	0.50
75	156	3.02
76	156	1.00
77	156	2.12
78	156	2.06
79	156	3.58
80	156	1.45
81	156	2.46
82	156	1.99
83	156	2.29
84	156	2.77
85	156	5.57
86	156	7.03
87	156	5.12
88	156	6.02
89	156	3.27
90	156	2.66
91	156	2.00
92	156	1.71
93	156	1.42
94	156	0.50
95	156	2.22
96	156	2.70
97	156	0.49
98	156	-0.90
99	156	2.73
100	156	3.61
101	156	-0.95
102	156	1.24
103	156	2.45
104	156	2.67
105	156	2.91
106	156	7.03
107	156	6.16
108	156	7.43
109	156	6.94
110	156	5.20
111	156	0.93
112	156	-0.23
113	156	4.81
114	156	2.70
115	156	-0.85
116	156	-2.45
117	156	5.58
118	156	3.44
119	156	5.34
120	156	4.37
121	156	5.10
122	156	2.08
123	156	5.39
124	156	5.26
125	156	8.35
126	156	9.19
127	156	9.23
128	156	5.13
129	156	8.21
130	156	2.18
131	156	2.31
132	156	0.93
133	156	3.16
134	156	1.42
135	156	4.79
136	156	4.10
137	156	6.02
138	156	6.04
139	156	5.32
140	156	5.89
141	156	1.40
142	156	3.42
143	156	2.39
144	156	1.88
145	156	0.58
146	156	4.52
147	156	-0.01
148	156	-3.40
149	156	2.78
150	156	3.30
151	156	1.34
152	156	6.51
153	156	-1.95
154	156	-0.79
155	156	-16.09
156	156	-11.65
157	156	-12.65
158	156	-8.85
159	156	-5.94
160	156	-9.91
161	156	-7.09
162	156	-10.13
163	156	-7.25
164	156	-2.52
165	156	0.53
166	156	-1.45
167	156	-5.08
168	156	1.03
169	156	2.82
170	156	0.51
171	156	1.70
172	156	3.19
173	156	3.09
174	156	3.79
175	156	-2.03
176	156	-0.72
177	156	0.34
178	156	-1.54
179	156	0.35
180	156	2.09
0	157	-1.90
1	157	-2.79
2	157	-4.67
3	157	-1.25
4	157	0.73
5	157	1.50
6	157	2.47
7	157	3.66
8	157	3.32
9	157	3.52
10	157	3.37
11	157	1.18
12	157	0.12
13	157	0.01
14	157	2.16
15	157	0.98
16	157	3.45
17	157	3.51
18	157	2.30
19	157	0.03
20	157	-4.36
21	157	-3.97
22	157	2.08
23	157	7.98
24	157	7.69
25	157	5.03
26	157	0.70
27	157	6.63
28	157	7.43
29	157	4.06
30	157	2.39
31	157	3.97
32	157	5.30
33	157	2.68
34	157	3.72
35	157	0.94
36	157	5.47
37	157	5.56
38	157	1.53
39	157	-3.20
40	157	-3.08
41	157	-2.95
42	157	-0.71
43	157	4.14
44	157	0.74
45	157	5.96
46	157	9.35
47	157	7.65
48	157	4.70
49	157	1.10
50	157	1.58
51	157	2.06
52	157	1.12
53	157	-1.10
54	157	0.83
55	157	1.92
56	157	1.34
57	157	-0.10
58	157	1.09
59	157	4.37
60	157	2.02
61	157	1.74
62	157	1.58
63	157	2.04
64	157	0.01
65	157	0.46
66	157	0.93
67	157	4.92
68	157	7.94
69	157	2.11
70	157	3.88
71	157	3.61
72	157	3.47
73	157	3.81
74	157	2.47
75	157	1.11
76	157	0.31
77	157	-0.04
78	157	3.54
79	157	1.49
80	157	2.53
81	157	-0.24
82	157	2.11
83	157	2.73
84	157	2.13
85	157	3.80
86	157	4.33
87	157	4.65
88	157	4.85
89	157	4.14
90	157	3.43
91	157	2.72
92	157	2.87
93	157	2.67
94	157	2.74
95	157	2.06
96	157	-1.00
97	157	0.54
98	157	2.83
99	157	1.61
100	157	2.67
101	157	3.17
102	157	5.00
103	157	4.59
104	157	0.36
105	157	5.65
106	157	3.22
107	157	8.20
108	157	4.33
109	157	7.78
110	157	5.55
111	157	-1.13
112	157	3.17
113	157	3.04
114	157	0.71
115	157	0.36
116	157	0.06
117	157	-0.33
118	157	0.19
119	157	0.33
120	157	1.66
121	157	1.43
122	157	1.25
123	157	1.37
124	157	8.10
125	157	6.17
126	157	5.53
127	157	8.80
128	157	6.71
129	157	2.01
130	157	2.06
131	157	2.40
132	157	2.75
133	157	0.94
134	157	4.76
135	157	-0.27
136	157	1.56
137	157	1.49
138	157	0.00
139	157	0.29
140	157	0.48
141	157	8.63
142	157	0.32
143	157	3.78
144	157	1.84
145	157	3.29
146	157	3.33
147	157	4.68
148	157	0.02
149	157	6.56
150	157	3.69
151	157	1.46
152	157	-0.95
153	157	-0.17
154	157	-8.07
155	157	-10.44
156	157	-12.08
157	157	-5.08
158	157	-7.13
159	157	-7.31
160	157	-7.47
161	157	-6.13
162	157	-6.95
163	157	-5.92
164	157	-2.21
165	157	-0.81
166	157	-3.10
167	157	-0.84
168	157	0.13
169	157	3.63
170	157	3.30
171	157	1.73
172	157	1.60
173	157	2.51
174	157	3.81
175	157	-1.42
176	157	-1.02
177	157	0.67
178	157	-0.85
179	157	-0.01
180	157	2.09
0	158	-1.90
1	158	-2.95
2	158	-1.55
3	158	-0.95
4	158	0.64
5	158	2.05
6	158	2.35
7	158	3.75
8	158	3.18
9	158	1.54
10	158	2.89
11	158	3.11
12	158	2.76
13	158	2.44
14	158	5.75
15	158	1.81
16	158	0.71
17	158	-0.07
18	158	6.05
19	158	3.30
20	158	2.90
21	158	1.12
22	158	5.69
23	158	4.72
24	158	3.96
25	158	8.58
26	158	5.40
27	158	3.50
28	158	1.56
29	158	0.61
30	158	-1.11
31	158	7.23
32	158	0.51
33	158	0.04
34	158	0.96
35	158	-1.75
36	158	-1.53
37	158	-0.39
38	158	0.38
39	158	1.34
40	158	1.98
41	158	2.79
42	158	-6.62
43	158	2.20
44	158	4.53
45	158	4.25
46	158	4.75
47	158	2.63
48	158	2.72
49	158	3.08
50	158	4.62
51	158	0.90
52	158	-0.65
53	158	2.67
54	158	-0.54
55	158	-0.02
56	158	-0.08
57	158	1.45
58	158	1.88
59	158	2.71
60	158	-2.44
61	158	0.32
62	158	3.45
63	158	5.50
64	158	5.63
65	158	2.38
66	158	7.02
67	158	6.16
68	158	7.19
69	158	5.41
70	158	3.27
71	158	3.06
72	158	-2.18
73	158	0.26
74	158	4.98
75	158	1.56
76	158	2.36
77	158	1.79
78	158	5.38
79	158	1.68
80	158	1.38
81	158	1.14
82	158	2.00
83	158	3.84
84	158	3.00
85	158	4.95
86	158	5.51
87	158	3.83
88	158	7.91
89	158	1.63
90	158	0.93
91	158	0.26
92	158	0.53
93	158	0.82
94	158	2.15
95	158	1.14
96	158	3.08
97	158	-1.21
98	158	9.47
99	158	-2.22
100	158	-0.05
101	158	2.27
102	158	2.27
103	158	0.47
104	158	1.83
105	158	-5.32
106	158	5.12
107	158	6.86
108	158	7.98
109	158	7.42
110	158	6.14
111	158	4.01
112	158	1.18
113	158	3.20
114	158	3.08
115	158	-0.36
116	158	1.76
117	158	3.18
118	158	1.16
119	158	3.98
120	158	3.16
121	158	4.04
122	158	0.38
123	158	-5.03
124	158	-3.01
125	158	-4.34
126	158	7.01
127	158	8.56
128	158	9.09
129	158	4.12
130	158	3.39
131	158	6.65
132	158	2.27
133	158	2.86
134	158	-0.38
135	158	-2.13
136	158	4.28
137	158	4.25
138	158	1.61
139	158	1.95
140	158	2.28
141	158	2.11
142	158	1.00
143	158	0.70
144	158	3.05
145	158	0.16
146	158	0.80
147	158	5.59
148	158	2.81
149	158	1.03
150	158	-0.84
151	158	2.18
152	158	0.56
153	158	-1.09
154	158	-5.94
155	158	-6.90
156	158	-6.18
157	158	-4.52
158	158	-5.56
159	158	-8.35
160	158	-5.41
161	158	-10.12
162	158	-1.70
163	158	-5.90
164	158	-3.53
165	158	-3.68
166	158	-4.11
167	158	-0.77
168	158	-1.09
169	158	0.91
170	158	1.30
171	158	1.43
172	158	1.42
173	158	2.69
174	158	3.25
175	158	-0.84
176	158	-2.02
177	158	0.07
178	158	-0.22
179	158	0.06
180	158	2.09
0	159	-1.90
1	159	-3.02
2	159	-1.58
3	159	-0.60
4	159	-0.21
5	159	-1.84
6	159	1.72
7	159	4.99
8	159	0.44
9	159	-5.69
10	159	3.96
11	159	-0.78
12	159	-0.82
13	159	2.22
14	159	4.50
15	159	1.19
16	159	2.46
17	159	1.88
18	159	-1.41
19	159	4.71
20	159	-0.17
21	159	-2.24
22	159	-1.98
23	159	2.70
24	159	-0.41
25	159	1.40
26	159	6.58
27	159	6.10
28	159	6.34
29	159	0.80
30	159	-1.64
31	159	1.56
32	159	3.35
33	159	4.69
34	159	-2.62
35	159	-0.96
36	159	1.98
37	159	-0.36
38	159	1.24
39	159	1.82
40	159	5.68
41	159	5.34
42	159	4.90
43	159	5.88
44	159	6.56
45	159	6.59
46	159	-0.04
47	159	3.96
48	159	8.34
49	159	4.51
50	159	4.33
51	159	1.63
52	159	2.53
53	159	0.11
54	159	4.18
55	159	2.91
56	159	1.29
57	159	2.90
58	159	1.22
59	159	1.89
60	159	1.34
61	159	4.04
62	159	3.25
63	159	3.03
64	159	1.15
65	159	3.28
66	159	6.42
67	159	8.41
68	159	4.79
69	159	2.79
70	159	1.97
71	159	4.09
72	159	1.80
73	159	0.51
74	159	-0.16
75	159	4.92
76	159	3.00
77	159	0.99
78	159	2.52
79	159	0.59
80	159	0.01
81	159	3.06
82	159	1.79
83	159	4.54
84	159	2.13
85	159	2.87
86	159	3.57
87	159	5.69
88	159	6.35
89	159	0.73
90	159	2.37
91	159	5.16
92	159	0.27
93	159	0.39
94	159	4.98
95	159	4.44
96	159	8.02
97	159	-0.54
98	159	2.87
99	159	0.40
100	159	-1.90
101	159	3.65
102	159	1.48
103	159	0.79
104	159	5.71
105	159	7.59
106	159	7.74
107	159	6.71
108	159	7.53
109	159	2.44
110	159	-4.81
111	159	-0.02
112	159	2.24
113	159	2.80
114	159	1.49
115	159	1.22
116	159	1.03
117	159	3.24
118	159	1.43
119	159	1.98
120	159	0.29
121	159	2.34
122	159	2.07
123	159	1.66
124	159	2.85
125	159	4.07
126	159	8.65
127	159	1.61
128	159	3.86
129	159	3.54
130	159	2.88
131	159	1.81
132	159	-0.06
133	159	5.54
134	159	2.43
135	159	2.63
136	159	-0.05
137	159	0.46
138	159	1.45
139	159	-1.16
140	159	-0.17
141	159	2.77
142	159	-0.75
143	159	-0.27
144	159	-0.40
145	159	1.80
146	159	-1.58
147	159	-1.09
148	159	-2.40
149	159	6.70
150	159	6.15
151	159	7.11
152	159	-2.84
153	159	-1.71
154	159	-5.26
155	159	-6.07
156	159	-8.01
157	159	-3.04
158	159	-2.70
159	159	-6.37
160	159	-20.71
161	159	-14.94
162	159	-7.53
163	159	-4.65
164	159	1.70
165	159	-5.37
166	159	-3.52
167	159	-2.34
168	159	0.18
169	159	0.44
170	159	1.02
171	159	-4.16
172	159	-1.09
173	159	2.58
174	159	1.39
175	159	-1.53
176	159	-1.76
177	159	-0.38
178	159	0.44
179	159	-0.26
180	159	2.09
0	160	-1.90
1	160	-2.97
2	160	-1.36
3	160	0.59
4	160	-0.67
5	160	-3.27
6	160	2.91
7	160	3.79
8	160	-1.39
9	160	0.05
10	160	2.82
11	160	3.67
12	160	2.40
13	160	1.89
14	160	3.46
15	160	4.15
16	160	5.57
17	160	2.39
18	160	2.94
19	160	4.20
20	160	6.66
21	160	4.69
22	160	7.16
23	160	2.73
